filename,text,type,slug
"Pañal.m4v","Pañal","word","panal"
"Pieza_de_celulosa,_gasa_o_tela_absorbente_que_se_pone_a_los_bebés_o_a_personas_con_incontinencia,_para_recoger_la_orina_y_el_excremento.m4v","Pieza de celulosa, gasa o tela absorbente que se pone a los bebés o a personas con incontinencia, para recoger la orina y el excremento.","definition","panal"
"Estoy_alzando_a_mi_bebé,_me_doy_cuenta_que_huele_feo._Busco_un_pañal_¡Ah._No_hay!.m4v","Estoy alzando a mi bebé, me doy cuenta que huele feo. Busco un pañal ¡Ah. No hay!.","example","panal"
"Pantalón.mp4","Pantalón","word","pantalon"
"Prenda_de_vestir_que_se_ajusta_a_la_cintura_y_cubre_las_piernas_por_separado.mp4","Prenda de vestir que se ajusta a la cintura y cubre las piernas por separado.","definition","pantalon"
"Una_persona_está_buscando_un_pantalón,_lo_encuentra,_se_lo_mide_y_le_queda_perfecto.mp4","Una persona está buscando un pantalón, lo encuentra, se lo mide y le queda perfecto.","example","pantalon"
"Parqueadero.m4v","Parqueadero","word","parqueadero"
"Lugar_en_la_vía_pública_o_en_un_edificio_donde_pueden_dejarse_los_vehículos.m4v","Lugar en la vía pública o en un edificio donde pueden dejarse los vehículos.","definition","parqueadero"
"En_las_diferentes_ciudades_de_Colombia_el_precio_de_una_hora_de_parqueadero_es_caro.m4v","En las diferentes ciudades de Colombia el precio de una hora de parqueadero es caro.","example","parqueadero"
"Prestar.m4v","Prestar","word","prestar"
"Entregar_algo_a_alguien_para_que_lo_utilice_durante_algún_tiempo_y_después_lo_devuelva.m4v","Entregar algo a alguien para que lo utilice durante algún tiempo y después lo devuelva.","definition","prestar"
"Mi_suegro_me_acompaña_al_banco,_allí_leo_un_documento_y_lo_voy_a_firmar_pero_busco_un_esfero_y_no_tengo,_entonces_le_digo_Me_presta_un_esfero,_él_me_lo_presta_y_firmo_el_documento.m4v","Mi suegro me acompaña al banco, allí leo un documento y lo voy a firmar pero busco un esfero y no tengo, entonces le digo: ""Me presta un esfero"", él me lo presta y firmo el documento.","example","prestar"
"Pedir.m4v","Pedir","word","pedir"
"Rogar_o_demandar_que_se_dé_o_se_haga_alguna_cosa.m4v","Rogar o demandar que se dé o se haga alguna cosa.","definition","pedir"
"Una_persona_está_cansada_de_no_encontrar_trabajo,_en_todas_partes_lo_rechazan._Un_amigo_le_dice_Pídale_ayuda_al_gobierno_para_conseguir_trabajo.m4v","Una persona está cansada de no encontrar trabajo, en todas partes lo rechazan. Un amigo le dice: ""Pídale ayuda al gobierno para conseguir trabajo"".","example","pedir"
"Pizza.mp4","Pizza","word","3611-2"
"Masa_de_harina_de_trigo_plana_y_redonda_sobre_la_que_se_ponen_distintos_alimentos_y_se_cocinan_al_horno.mp4","Masa de harina de trigo plana y redonda sobre la que se ponen distintos alimentos y se cocinan al horno.","definition","3611-2"
"Mi_sobrina_y_yo_miramos_la_carta_y_escogimos_una_piza_hawaiana.mp4","Mi sobrina y yo miramos la carta y escogimos una piza hawaiana","example","3611-2"
"Pequeño_(2).m4v","Pequeño (2)","word","pequeno_2"
"Animal_que_tiene_poca_edad_o_tamaño.m4v","Animal que tiene poca edad o tamaño","definition","pequeno_2"
"La_vaca_estaba_embarazada_y_tuvo_un_ternero_pequeño,_muy_bonito.m4v","La vaca estaba embarazada y tuvo un ternero pequeño, muy bonito.","example","pequeno_2"
"Ponque.mp4","Ponque","word","abrigo"
"Masa_de_harina_de_trigo_y_otros_ingredientes,_redonda_y_aplanada,_que_se_cocina_en_el_horno.mp4","Masa de harina de trigo y otros ingredientes, redonda y aplanada, que se cocina en el horno.","definition","abrigo"
"A_mí_me_gusta_el_ponqué_con_arequipe_en_el_centro._¡Es_muy_rico!.mp4","A mí me gusta el ponqué con arequipe en el centro. ¡Es muy rico!","example","abrigo"
"Practicar.m4v","Practicar","word","practicar"
"Realizar_una_actividad_continuamente,_con_el_fin_de_dominarla.m4v","Realizar una actividad continuamente, con el fin de dominarla.","definition","practicar"
"Una_mujer_quiere_comprar_una_moto,_pero_no_sabe_cómo_manejarla._Necesita_practicar_mucho_y_con_el_tiempo_la_manejará_ágilmente.m4v","Una mujer quiere comprar una moto, pero no sabe cómo manejarla. Necesita practicar mucho y con el tiempo la manejará ágilmente.","example","practicar"
"Pronto.m4v","Pronto","word","pronto"
"En_poco_tiempo,_en_breve.m4v","En poco tiempo, en breve.","definition","pronto"
"Mi_esposa_estaba_en_Panamá_y_pronto_aterriza_su_avión.m4v","Mi esposa estaba en Panamá y pronto aterriza su avión.","example","pronto"
"Partido.m4v","Partido","word","partido"
"Competencia_o_juego_en_que_se_enfrentan_dos_jugadores_o_equipos.m4v","Competencia o juego en que se enfrentan dos jugadores o equipos.","definition","partido"
"Los_equipos_de_la_Sociedad_de_Sordos_de_Bogotá_y_la_Asociación_de_Sordos_de_Medellín_se_enfrentan_en_un_partido_de_baloncesto.m4v","Los equipos de la Sociedad de Sordos de Bogotá y la Asociación de Sordos de Medellín se enfrentan en un partido de baloncesto.","example","partido"
"Panela.mp4","Panela","word","panela"
"Azúcar_obtenida_del_procesamiento_de_la_miel_de_la_caña_de_azúcar_que_se_fabrica_en_bloques.mp4","Azúcar obtenida del procesamiento de la miel de la caña de azúcar que se fabrica en bloques.","definition","panela"
"Mis_abuelos_en_su_finca_venden_panela_y_tienen_buenas_ganancias.mp4","Mis abuelos en su finca venden panela y tienen buenas ganancias.","example","panela"
"Perezoso.m4v","Perezoso","word","perezoso"
"Persona_que_no_está_dispuesta_a_hacer_algo_o_lo_hace_con_lentitud_y_desgano.m4v","Persona que no está dispuesta a hacer algo o lo hace con lentitud y desgano.","definition","perezoso"
"La_secretaria_es_perezosa,_yo_veo_que_no_hace_nada.m4v","La secretaria es perezosa, yo veo que no hace nada.","example","perezoso"
"Participar.m4v","Participar","word","participar"
"Tomar_parte_en_alguna_cosa.m4v","Tomar parte en alguna cosa.","definition","participar"
"Hay_un_grupo_de_personas_oyentes__reunidas_hablando_sobre_lengua_de_señas_y_llega_una_persona_sorda_que_pide_el_turno_porque_quiere_participar.m4v","Hay un grupo de personas oyentes  reunidas hablando sobre lengua de señas y llega una persona sorda que pide el turno porque quiere participar.","example","participar"
"Papá.m4v","Papá","word","papa"
"Padre,_hombre_con_respecto_a_los_hijos_que_tenga.m4v","Padre, hombre con respecto a los hijos que tenga.","definition","papa"
"Mi_papá_trabajó_durante_mucho_tiempo_en_Cali.m4v","Mi papá trabajó durante mucho tiempo en Cali.","example","papa"
"Preocupar.m4v","Preocupar","word","preocupar"
"Pensar_constantemente_en_una_cosa_o_situación_que_causa_inquietud,_temor_o_ansiedad.m4v","Pensar constantemente en una cosa o situación que causa inquietud, temor o ansiedad.","definition","preocupar"
"Estoy_muy_preocupada_porque_estoy_atrasada_en_la_tesis_y__debo_entregarla_al_profesor.m4v","Estoy muy preocupada porque estoy atrasada en la tesis y  debo entregarla al profesor.","example","preocupar"
"Pesimista.m4v","Pesimista","word","pesimista"
"Personas_que_espera_siempre_lo_peor.m4v","Personas que espera siempre lo peor.","definition","pesimista"
"Mi_amiga_es_pesimista_y_dice_no_puedo_trabajar._Yo_le_digo__tranquilízate,_deja_de_repetir_eso,_ten_paciencia,_con_el_tiempo_vas_a_tener_suerte_y_conseguirás_trabajo.m4v","Mi amiga es pesimista y dice: ""no puedo trabajar"". Yo le digo: "" tranquilízate, deja de repetir eso, ten paciencia, con el tiempo vas a tener suerte y conseguirás trabajo"".","example","pesimista"
"Prohibir.m4v","Prohibir","word","prohibir"
"Vedar_o_impedir_el_uso_o_ejecución_de_una_cosa.m4v","Vedar o impedir el uso o ejecución de una cosa.","definition","prohibir"
"Un_hombre_sale_como_siempre_con_su_perro_a_caminar_y_de_repente_tiene_una_idea_¡Ah,_voy_a_entrar_al_centro_comercial,_cuando_van_a_entrar_el_vigilante_le_informa_Está_prohibido_ingresar_con_animales..m4v","Un hombre sale como siempre con su perro a caminar y de repente tiene una idea: ""¡Ah, voy a entrar al centro comercial"", cuando van a entrar el vigilante le informa: ""Está prohibido ingresar con animales"". El hombre piensa:""¡Ah, lástima!""","example","prohibir"
"Quince.m4v","Quince","word","quince"
"Diez_y_cinco.m4v","Diez y cinco.","definition","quince"
"En_Pereira_por_la_noche_siempre_hace_frio,_la_temperatura_es_usualmente_de_quince_grados.m4v","En Pereira por la noche siempre hace frio, la temperatura es usualmente de quince grados.","example","quince"
"Queso.m4v","Queso","word","queso"
"Alimento_que_se_obtiene_de_la_leche_cuando_se_cuaja.m4v","Alimento que se obtiene de la leche cuando se cuaja.","definition","queso"
"Cuando_iba_de_viaje_en_el__carro,_me_dio__mucha_hambre_y_como_llevaba_manzana,__pera_y_queso,_me_los_comí.m4v","Cuando iba de viaje en el  carro, me dio  mucha hambre y como llevaba manzana,  pera y queso, me los comí.","example","queso"
"Querer.m4v","Querer","word","querer"
"Tener_el_deseo,_la_voluntad_de_obtener_o_de_hacer_algo.m4v","Tener el deseo, la voluntad de obtener o de hacer algo.","definition","querer"
"Yo_estoy_pensando_que_en_el_futuro_quiero_inscribirme_para_estudiar_en_la_Universidad_de_Gallaudet_que_es_solo_para_sordos.m4v","Yo estoy pensando que en el futuro quiero inscribirme para estudiar en la Universidad de Gallaudet que es solo para sordos.","example","querer"
"Religión_(1).m4v","Religión (1)","word","religion-1"
"El_profesor_les_asigna_a_los_estudiantes_una_tarea_de_religión._Deben_buscar_información_sobre_qué_es_Dios_y_tomar_apuntes_para_presentarlos.m4v","El profesor les asigna a los estudiantes una tarea de religión. Deben buscar información sobre qué es Dios y tomar apuntes para presentarlos.","definition","religion-1"
"Tiene_un_examen_al_día_siguiente_y_está_nervioso._Ora_a_Dios_pidiendo_ayuda._A_la_mañana_siguiente_presenta_el_examen_y_obtiene_buenos_resultados_por_lo_que_le_agradece_a_Dios.m4v","Tiene un examen al día siguiente y está nervioso. Ora a Dios pidiendo ayuda. A la mañana siguiente presenta el examen y obtiene buenos resultados por lo que le agradece a Dios.","example","religion-1"
"Responsable.m4v","Responsable","word","responsable"
"Que_cumple_o_se_hace_cargo_de_sus_obligaciones.m4v","Que cumple o se hace cargo de sus obligaciones.","definition","responsable"
"Me_gusta_ser_responsable,_para_eso_necesito_ser_activa,_cuidar_los_hijos,_organizar_la_casa,_trabajar_y_hacer_todo._¡Eso_me_fascina¡.m4v","Me gusta ser responsable, para eso necesito ser activa, cuidar los hijos, organizar la casa, trabajar y hacer todo. ¡Eso me fascina¡","example","responsable"
"Radiografía.m4v","Radiografía","word","radiografia"
"Fotografía_realizada_por_medio_de_rayos_X,_para_hacer_un_examen_de_los_órganos_internos_del_cuerpo_humano.m4v","Fotografía realizada por medio de rayos X, para hacer un examen de los órganos internos del cuerpo humano.","definition","radiografia"
"Un_futbolista_estaba_en_un_partido_y_otro_jugador__le_pegó_en_la__pierna_y_se_le_partió._Lo_llevaron_al_médico_y_le_sacaron_una_radiografía.m4v","Un futbolista estaba en un partido y otro jugador  le pegó en la  pierna y se le partió. Lo llevaron al médico y le sacaron una radiografía.","example","radiografia"
"Respetar.m4v","Respetar","word","respetar"
"Asumir_una_actitud_de_atención,_cuidado_y_cortesía_frente_a_alguien_o_algo.m4v","Asumir una actitud de atención, cuidado y cortesía frente a alguien o algo.","definition","respetar"
"El_perro_estaba_durmiendo_y_el_niño_pensó_voy_aprovechar_para_molestarlo_El_papá_se_dio_cuenta_y_le_dijo_“¡Espere,_por_favor_respete,_déjelo_dormir!.m4v","El perro estaba durmiendo y el niño pensó: ""voy aprovechar para molestarlo"" El papá se dio cuenta y le dijo: “¡Espere, por favor respete, déjelo dormir!"".","example","respetar"
"Recordar.m4v","Recordar","word","recordar"
"Traer_a_la_memoria_una_persona,_un_hecho,_una_idea,_una_experiencia,_etc.m4v","Traer a la memoria una persona, un hecho, una idea, una experiencia, etc.","definition","recordar"
"Yo_recuerdo_que_hace_tiempo,_cuando_era_joven,_a_los_dieciocho__años,_yo_tuve_una_novia_que_me_hizo_daño_y_nos_separamos.m4v","Yo recuerdo que hace tiempo, cuando era joven, a los dieciocho  años, yo tuve una novia que me hizo daño y nos separamos.","example","recordar"
"Religión_(2).m4v","Religión (2)","word","religion-2"
"El_profesor_les_asigna_a_los_estudiantes_una_tarea_de_religión._Deben_buscar_información_sobre_qué_es_Dios_y_tomar_apuntes_para_presentarlos.m4v","El profesor les asigna a los estudiantes una tarea de religión. Deben buscar información sobre qué es Dios y tomar apuntes para presentarlos.","definition","religion-2"
"La_costumbres_religiosas_de_la_iglesia_católica_y_del_islam_que_practican_los_árabes_son_diferentes.m4v","La costumbres religiosas de la iglesia católica y del islam que practican los árabes son diferentes.","example","religion-2"
"Restaurante.m4v","Restaurante","word","restaurante"
"Establecimiento_donde_se_sirven_y_consumen_comidas_y_bebidas.m4v","Establecimiento donde se sirven y consumen comidas y bebidas.","definition","restaurante"
"Un_hombre_invita_a_una_mujer,_van_a_un_restaurante_elegante,_se_sientan_y_les_sirven_un_pescado_rico.m4v","Un hombre invita a una mujer, van a un restaurante elegante, se sientan y les sirven un pescado rico.","example","restaurante"
"Rico_(1).mp4","Rico (1)","word","rico-1"
"Que_tiene_un_sabor_agradable_y_sabroso_al_comerlo.mp4","Que tiene un sabor agradable y sabroso al comerlo.","definition","rico-1"
"Yo_vi_que_ahí_había_una_ensalada_de_frutas,_la_cogí,_le_eche_lechera_y_me_la_comí._¡¡Quedo_muy_rica!!.mp4","Yo vi que ahí había una ensalada de frutas, la cogí, le eche lechera y me la comí. ¡¡Quedo muy rica!!","example","rico-1"
"Reglamento.m4v","Reglamento","word","reglamento"
"Conjunto_de_normas_que_rigen_una_actividad_o_un_deporte.m4v","Conjunto de normas que rigen una actividad o un deporte.","definition","reglamento"
"A_la_fábrica_entraron_los_trabajadores_y_estaban_muy_desorganizados;_el_jefe_se_dio_cuenta,_elaboró_un_reglamento,_lo_mostró_a_los_trabajadores_y_les_dijo_deben_respetarlo_y_cumplirlo.m4v","A la fábrica entraron los trabajadores y estaban muy desorganizados; el jefe se dio cuenta, elaboró un reglamento, lo mostró a los trabajadores y les dijo: ""deben respetarlo y cumplirlo"".","example","reglamento"
"Rico_(2).m4v","Rico (2)","word","rico"
"Que_tiene_mucho_dinero_o_muchos_bienes.m4v","Que tiene mucho dinero o muchos bienes.","definition","rico"
"Mi_tío_compró_la_lotería_y_ganó_plata._Es_muy_rico.m4v","Mi tío compró la lotería y ganó plata. Es muy rico.","example","rico"
"Rezar.m4v","Rezar","word","rezar"
"Dirigir_oral_o_mentalmente_súplicas_o_alabanzas_a_Dios,_la_virgen_o_los_santos.m4v","Dirigir oral o mentalmente súplicas o alabanzas a Dios, la virgen o los santos.","definition","rezar"
"Muchas_personas_asisten_a_un_funeral_y_rezan_alrededor_del_féretro_por_el_descanso_del_difunto.m4v","Muchas personas asisten a un funeral y rezan alrededor del féretro por el descanso del difunto.","example","rezar"
"Razón.m4v","Razón","word","razon"
"Verdad_o_acierto_que_hay_en_lo_que_una_persona_dice_o_hace.m4v","Verdad o acierto que hay en lo que una persona dice o hace.","definition","razon"
"Yo_gasto_mucha_planta._MI_papá_me_aconseja_¡Ojo_es_importante_que_ahorres!.__Él_tiene_razón.m4v","Yo gasto mucha planta. MI papá me aconseja: ""¡Ojo es importante que ahorres!"".  Él tiene razón.","example","razon"
"Sopa.mp4","Sopa","word","sopa"
"Comida_formada_por_un_líquido_y_otros_alimentos_que_se_cocinan_en_él.mp4","Comida formada por un líquido y otros alimentos que se cocinan en él.","definition","sopa"
"Mi_abuelita_preparó_sopa_de_pasta_con_pollo._Cuando_estaba_lista_me_la_sirvió_y_yo_me_la_tomé._¡Estaba_rica!.mp4","Mi abuelita preparó sopa de pasta con pollo. Cuando estaba lista me la sirvió y yo me la tomé. ¡Estaba rica!","example","sopa"
"Seiscientos.m4v","Seiscientos","word","seiscientos"
"Seis_veces_cien.m4v","Seis veces cien.","definition","seiscientos"
"En_la_tienda_vi_manzanas_y_pregunte_cuanto_costaba_una._Me_dijeron_que_seiscientos_pesos._Compre_una_y_me_la_comí.m4v","En la tienda vi manzanas y pregunte cuanto costaba una. Me dijeron que seiscientos pesos. Compre una y me la comí.","example","seiscientos"
"Soltero.m4v","Soltero","word","soltero"
"Que_no_está_casado,_ni_tiene_novio.m4v","Que no está casado, ni tiene novio.","definition","soltero"
"Mi_tía_es_joven_y_bonita,_los_hombres_la_persiguen,_no_tiene_esposo_o_novio.m4v","Mi tía es joven y bonita, los hombres la persiguen, no tiene esposo o novio.","example","soltero"
"Semáforo.m4v","Semáforo","word","semaforo"
"Aparato_automático_con_luces_verde,_amarilla_y_roja_que_sirve_para_regular_el_tráfico_en_las_vías_públicas.m4v","Aparato automático con luces: verde, amarilla y roja que sirve para regular el tráfico en las vías públicas.","definition","semaforo"
"Hay_una_alta_tasa_de_mortalidad_porque_los_conductores_de_vehículos_ignoran_el_semáforo_y_atropellan_a_personas.m4v","Hay una alta tasa de mortalidad porque los conductores de vehículos ignoran el semáforo y atropellan a personas.","example","semaforo"
"Sano.m4v","Sano","word","sano"
"Que_goza_de_buena_salud.m4v","Que goza de buena salud.","definition","sano"
"Antes_yo_estaba_muy_enferma_y_comí_ajo._Ahora_estoy_sana.m4v","Antes yo estaba muy enferma y comí ajo. Ahora estoy sana","example","sano"
"Saber.m4v","Saber","word","saber"
"Conocer_algo_o_aprender_algo_mediante_la_experiencia,_desarrollo_de_la_habilidad_y_práctica,_permitiendo_adquirir_un_conocimiento.m4v","Conocer algo o aprender algo mediante la experiencia, desarrollo de la habilidad y práctica, permitiendo adquirir un conocimiento.","definition","saber"
"Yo_se_señar,_porque_yo_estoy_incluida_en_la_comunidad_sorda_y_converso_en_lengua_de_señas,_esto_me_ha_permitido_fortalecerme_en_el_uso_de_la_lengua.m4v","Yo se señar, porque yo estoy incluida en la comunidad sorda y converso en lengua de señas, esto me ha permitido fortalecerme en el uso de la lengua.","example","saber"
"Sánduche.mp4","Sánduche","word","sanduche"
"Conjunto_de_dos_rebanadas_de_pan,_entre_las_cuales_se_ponen_varios_alimentos.mp4","Conjunto de dos rebanadas de pan, entre las cuales se ponen varios alimentos.","definition","sanduche"
"Yo_entre_al_supermercado_y_vi_que_allí_había_sánduches_de_cerdo_y_pollo.mp4","Yo entre al supermercado y vi que allí había sánduches de cerdo y pollo.","example","sanduche"
"Sacerdote.m4v","Sacerdote","word","sacerdote"
"Hombre_que_dedica_su_vida_a_Dios_y_a_la_iglesia_y_que_puede_celebrar_y_ofrecer_el_sacrificio_de_la_misa.m4v","Hombre que dedica su vida a Dios y a la iglesia y que puede celebrar y ofrecer el sacrificio de la misa.","definition","sacerdote"
"Mi_tía_preparó_una_comida_especial_porque_invitó_a_la_casa_al_sacerdote_para_compartir_con_él.m4v","Mi tía preparó una comida especial porque invitó a la casa al sacerdote para compartir con él.","example","sacerdote"
"Sangre.m4v","Sangre","word","sangre"
"Líquido_más_o_menos_espeso,_de_color_rojo,_que_circula_por_las_venas_y_arterias_del_cuerpo_del_hombre_y_de_algunos_animales.m4v","Líquido más o menos espeso, de color rojo, que circula por las venas y arterias del cuerpo del hombre y de algunos animales.","definition","sangre"
"La_cruz_roja_está_haciendo_una_campaña_para_que_las_personas_donen_sangre.m4v","La cruz roja está haciendo una campaña para que las personas donen sangre.","example","sangre"
"Salsa.mp4","Salsa","word","3631-2"
"Sustancia_pastosa_elaborada_con_verduras,_frutas_u_otros_ingredientes_que_sirve_para_acompañar_las_comidas.mp4","Sustancia pastosa elaborada con verduras, frutas u otros ingredientes que sirve para acompañar las comidas.","definition","3631-2"
"A_mí_me_gusta_mucho_comer_hamburguesa_y_echarle_bastante_salsa._¡Que_rico!.mp4","A mí me gusta mucho comer hamburguesa y echarle bastante salsa. ¡Que rico!","example","3631-2"
"Semana_Santa.m4v","Semana Santa","word","semana-santa"
"Semana_dedicada_por_los_cristianos_a_recordar_la_pasión_y_muerte_de_Jesucristo.m4v","Semana dedicada por los cristianos a recordar la pasión y muerte de Jesucristo.","definition","semana-santa"
"No_sabía_que_hacer_en_semana_santa_y_vi_en_televisión_la_celebración_de_las_procesiones_en_Popayán,_fue_algo_nuevo_para_mí.m4v","No sabía que hacer en semana santa y vi en televisión la celebración de las procesiones en Popayán, fue algo nuevo para mí.","example","semana-santa"
"Supermercado.m4v","Supermercado","word","supermercado"
"Establecimiento_generalmente_de_grandes_proporciones_donde_se_venden_alimentos_y_productos_para_el_hogar.m4v","Establecimiento generalmente de grandes proporciones donde se venden alimentos y productos para el hogar.","definition","supermercado"
"Yo_iba_caminando_y_vi_que_en_el_supermercado_estaban_en_descuentos_del_cincuenta_porciento._Entonces,_aproveché_y_entré_a_comprar_muchas_cosas.m4v","Yo iba caminando y vi que en el supermercado estaban en descuentos del cincuenta porciento. Entonces, aproveché y entré a comprar muchas cosas.","example","supermercado"
"Siempre.m4v","Siempre","word","siempre"
"En_todo_momento_o_todo_el_tiempo.m4v","En todo momento o todo el tiempo.","definition","siempre"
"A_mi_hijo_le_fascina_jugar_futbol,_el_siempre_asiste_a_prácticas_con_su_equipo.m4v","A mi hijo le fascina jugar futbol, el siempre asiste a prácticas con su equipo.","example","siempre"
"Sudadera.m4v","Sudadera","word","sudadera"
"Prenda_de_vestir,_compuesto_de_pantalón_largo_y_chaqueta_amplia,_que_se_usa_para_practicar_deporte.m4v","Prenda de vestir, compuesto de pantalón largo y chaqueta amplia, que se usa para practicar deporte.","definition","sudadera"
"Al_gimnasio_hay_que_llevar_sudadera.m4v","Al gimnasio hay que llevar sudadera.","example","sudadera"
"Suegro.m4v","Suegro","word","suegro"
"Padre_o_madre_del_cónyuge.m4v","Padre o madre del cónyuge.","definition","suegro"
"El_suegro_cuida_a_su_perro.m4v","El suegro cuida a su perro.","example","suegro"
"Salir.m4v","Salir","word","salir"
"Pasar_de_adentro_hacia_afuera.m4v","Pasar de adentro hacia afuera.","definition","salir"
"Estaba_buscando_a_una_amiga_y_pregunté_¿Saben_dónde_está_mi_amiga._Me_respondieron_¡Uff,_salió_temprano!.m4v","Estaba buscando a una amiga y pregunté: ""¿Saben dónde está mi amiga?"". Me respondieron: ""¡Uff, salió temprano!""","example","salir"
"Separado.m4v","Separado","word","separado"
"Que_ha_interrumpido_la_vida_en_común_con_su_cónyuge,_conservando_el_vinculo_matrimonial.m4v","Que ha interrumpido la vida en común con su cónyuge, conservando el vinculo matrimonial","definition","separado"
"Yo_vi_que_esa_pareja_peleaban_mucho_y_se_separaron.m4v","Yo vi que esa pareja peleaban mucho y se separaron.","example","separado"
"Seis.m4v","Seis","word","seis"
"Cinco_y_uno.m4v","Cinco y uno.","definition","seis"
"Una_persona_pregunta_¿Ustedes_quieren_jugar_voleibol,._¿Ya_tiene_un_grupo_de_seis_para_jugar.__Le_responden_Si,_ya_tenemos_un_equipo.La_persona_dice__Vamos_a_jugar_un_partido.m4v","Una persona pregunta: ""¿Ustedes quieren jugar voleibol?,"". ""¿Ya tiene un grupo de seis para jugar?"".  Le responden: ""Si, ya tenemos un equipo"".La persona dice: "" Vamos a jugar un partido"".","example","seis"
"Sida.m4v","Sida","word","sida"
"Enfermedad_transmisible_por_vía_genital_y_sanguínea_que_ataca_al_sistema_de_inmunidad_del_organismo.m4v","Enfermedad transmisible por vía genital y sanguínea que ataca al sistema de inmunidad del organismo.","definition","sida"
"Ayer_un_hombre_murió_de_Sida.m4v","Ayer un hombre murió de Sida.","example","sida"
"Sal.mp4","Sal","word","sal"
"Sustancia_blanca,_en_forma_de_cristal_que_se_usa_para_dar_sabor_a_los_alimentos.mp4","Sustancia blanca, en forma de cristal que se usa para dar sabor a los alimentos.","definition","sal"
"Mi_mamá_cocinó_un_alimento,_me_lo_sirvió,_lo_probé_y_le_falta_sal._Le_eche_sal_y_quedó_perfecto.mp4","Mi mamá cocinó un alimento, me lo sirvió, lo probé y le falta sal. Le eche sal y quedó perfecto.","example","sal"
"Seguro.m4v","Seguro","word","seguro"
"Que_tiene_certeza_y_confianza_en_sus_afirmaciones_y_actitudes.m4v","Que tiene certeza y confianza en sus afirmaciones y actitudes.","definition","seguro"
"Si_pasa_un_mes_y_no_le_llega_la_menstruación,_seguro_está_embarazada.m4v","Si pasa un mes y no le llega la menstruación, seguro está embarazada.","example","seguro"
"Septiembre.m4v","Septiembre","word","septiembre"
"Noveno_mes_del_año.m4v","Noveno mes del año.","definition","septiembre"
"El_día_internacional_del_sordo_se_celebra_al_final_de_la_última_semana_del_mes_de_septiembre.m4v","El día internacional del sordo se celebra al final de la última semana del mes de septiembre.","example","septiembre"
"Semana.m4v","Semana","word","semana"
"Serie_de_siete_días_consecutivos.m4v","Serie de siete días consecutivos.","definition","semana"
"La_próxima_semana,_mi_amigo_entra_al_gimnasio_para_adelgazar_y_sacar_musculo._Así_podrá_exhibirse.m4v","La próxima semana, mi amigo entra al gimnasio para adelgazar y sacar musculo. Así podrá exhibirse.","example","semana"
"Sombrero.m4v","Sombrero","word","sombrero"
"Prenda_de_vestir_con_la_que_se_cubre_la_cabeza;_generalmente_consta_de_un_ala_alrededor_de_la_copa.m4v","Prenda de vestir con la que se cubre la cabeza; generalmente consta de un ala alrededor de la copa.","definition","sombrero"
"Mañana,_yo_voy_a_ir_a_comprar_un__sombrero_costeño_para_regalarle_a_mi_amiga_de_Francia.m4v","Mañana, yo voy a ir a comprar un  sombrero costeño para regalarle a mi amiga de Francia.","example","sombrero"
"Sábado.m4v","Sábado","word","sabado"
"Sexto_día_de_la_semana.m4v","Sexto día de la semana.","definition","sabado"
"El_próximo_sábado,_iremos_en_familia_al_supermercado.m4v","El próximo sábado, iremos en familia al supermercado.","example","sabado"
"Suerte.m4v","Suerte","word","suerte"
"Circunstancia_casual_por_la_que_un_acontecimiento_resulta_favorable_o_no_para_una_persona_o_institución.m4v","Circunstancia casual por la que un acontecimiento resulta favorable o no para una persona o institución.","definition","suerte"
"No_tengo_el_conocimiento_para_jugar_cartas_pero_jugué_y_gané._Eso_es_suerte.m4v","No tengo el conocimiento para jugar cartas pero jugué y gané. Eso es suerte.","example","suerte"
"Saltar.m4v","Saltar","word","saltar"
"Levantarse_del_suelo_con_un_impulso_para_caer_en_el_mismo_lugar_o_en_otro.m4v","Levantarse del suelo con un impulso para caer en el mismo lugar o en otro.","definition","saltar"
"El_profesor_de_educación_física_mandó_a_los_estudiantes_deben_saltar_veinte_veces_y_los_estudiantes_saltaron.m4v","El profesor de educación física mandó a los estudiantes: ""deben saltar veinte veces"" y los estudiantes saltaron.","example","saltar"
"Salud_(1).m4v","Salud (1)","word","salud"
"Condición_del_organismo_de_los_seres_vivos_o_de_alguna_de_sus_partes,_en_que_su_vida_se_desarrolla_y_funciona_normalmente.m4v","Condición del organismo de los seres vivos o de alguna de sus partes, en que su vida se desarrolla y funciona normalmente.","definition","salud"
"Yo_veo_que_las_personas_ancianas_que_frecuentemente_hacen_deporte,_tienen_buena_salud.m4v","Yo veo que las personas ancianas que frecuentemente hacen deporte, tienen buena salud.","example","salud"
"Sobrino.m4v","Sobrino","word","sobrino"
"Respecto_de_una_persona,_hijo_o_hija_de_su_hermano_o_de_su_hermana.m4v","Respecto de una persona, hijo o hija de su hermano o de su hermana.","definition","sobrino"
"Ayer_mi_sobrino_se_fue_al_parque.m4v","Ayer mi sobrino se fue al parque.","example","sobrino"
"Sur.m4v","Sur","word","sur"
"Punto_cardinal_situado_en_la_dirección_del_polo_ártico_y_detrás_de_un_observador_a_cuya_derecha_está_el_Oriente_y_a_la_izquierda_se_encuentra_el_Occidente.m4v","Punto cardinal situado en la dirección del polo ártico y detrás de un observador a cuya derecha está el Oriente y a la izquierda se encuentra el Occidente.","definition","sur"
"Yo_quiero_ir_a_Argentina_y_Perú_que_quedan_al_sur.m4v","Yo quiero ir a Argentina y Perú que quedan al sur.","example","sur"
